#format table ## [Custom WaveView] saved 04:35:29 Wed Sep 24 2025
TIME ,current_in 
 1.839348759E-04 , 2.043793648E-01 
 1.839398765E-04 , 1.388185173E-01 
 1.839458523E-04 , 7.429359108E-02 
 1.839529970E-04 , 4.858854041E-02 
 1.839629538E-04 , 5.089863762E-02 
 1.839738915E-04 , 4.984614253E-02 
 1.839868088E-04 , 5.025494844E-02 
 1.839925826E-04 , 5.015696958E-02 
 1.839982221E-04 , 5.010844395E-02 
 1.840162686E-04 , 5.010093004E-02 
 1.840301158E-04 , 4.519903287E-02 
 1.840387952E-04 , 4.480136558E-02 
 1.840458379E-04 , 4.529079050E-02 
 1.840485216E-04 , 4.529982433E-02 
 1.840510577E-04 , 4.539085552E-02 
 1.840525064E-04 , 4.545375705E-02 
 1.840571423E-04 , 4.564037174E-02 
 1.840661592E-04 , 4.599583149E-02 
 1.840851273E-04 , 4.672639444E-02 
 1.841220944E-04 , 4.808887094E-02 
 1.841678743E-04 , 4.970248044E-02 
 1.842408796E-04 , 5.216040090E-02 
 1.843862926E-04 , 5.682461336E-02 
 1.846073182E-04 , 6.361939013E-02 
 1.849099021E-04 , 7.268837839E-02 
 1.850072518E-04 , 7.558294386E-02 
 1.853096188E-04 , 8.457620442E-02 
 1.858671743E-04 , 1.012855470E-01 
 1.867998220E-04 , 1.299098879E-01 
 1.878745688E-04 , 1.641639471E-01 
 1.891791797E-04 , 2.091966271E-01 
 1.901284236E-04 , 2.518716753E-01 
 1.903643854E-04 , 2.672497332E-01 
 1.906187095E-04 , 2.868798673E-01 
 1.907458716E-04 , 3.017302155E-01 
 1.908808443E-04 , 3.211529553E-01 
 1.909483307E-04 , 3.368436694E-01 
 1.910029727E-04 , 3.517013788E-01 
 1.910387155E-04 , 3.663617373E-01 
 1.910549017E-04 , 3.734641671E-01 
 1.911066974E-04 , 4.060381651E-01 
 1.911150323E-04 , 4.132929444E-01 
 1.911197423E-04 , 4.176143408E-01 
 1.911235103E-04 , 4.224887788E-01 
 1.911246234E-04 , 4.240387976E-01 
 1.911281855E-04 , 4.286178648E-01 
 1.911311696E-04 , 4.031013548E-01 
 1.911334135E-04 , 3.663100898E-01 
 1.911372441E-04 , 3.074659109E-01 
 1.911399262E-04 , 2.665563524E-01 
 1.911451428E-04 , 1.923173815E-01 
 1.911524724E-04 , 9.909166396E-02 
 1.911632922E-04 , 4.641699418E-02 
 1.911744186E-04 , 5.181663856E-02 
 1.911886117E-04 , 4.908277467E-02 
 1.912021051E-04 , 5.046213046E-02 
 1.912273340E-04 , 4.993289337E-02 
 1.912450646E-04 , 4.537765309E-02 
 1.912563941E-04 , 4.557936639E-02 
 1.912649331E-04 , 4.613452032E-02 
 1.912748989E-04 , 4.632388055E-02 
 1.912857307E-04 , 4.692335799E-02 
 1.912970040E-04 , 4.717633128E-02 
 1.913097211E-04 , 4.780839756E-02 
 1.913237517E-04 , 4.816625267E-02 
 1.913276752E-04 , 4.837307334E-02 
 1.913329745E-04 , 4.856876284E-02 
 1.913443877E-04 , 4.896851629E-02 
 1.913582622E-04 , 4.945937172E-02 
 1.913860112E-04 , 5.041102320E-02 
 1.914318835E-04 , 5.194604397E-02 
 1.915473744E-04 , 5.566903576E-02 
 1.917804579E-04 , 6.284959614E-02 
 1.920646532E-04 , 7.133621722E-02 
 1.924433252E-04 , 8.254078776E-02 
 1.929308236E-04 , 9.703691304E-02 
 1.936279286E-04 , 1.181347668E-01 
 1.938534462E-04 , 1.250921339E-01 
 1.942636315E-04 , 1.378578991E-01 
 1.954574506E-04 , 1.762992144E-01 
 1.962331133E-04 , 2.028467506E-01 
 1.972220042E-04 , 2.446156442E-01 
 1.974409103E-04 , 2.570378482E-01 
 1.977539264E-04 , 2.779144049E-01 
 1.979418089E-04 , 2.986636162E-01 
 1.980659260E-04 , 3.148792684E-01 
 1.981652197E-04 , 3.390422463E-01 
 1.982116435E-04 , 3.519546092E-01 
 1.982487825E-04 , 3.674988747E-01 
 1.982639248E-04 , 3.742572069E-01 
 1.983123799E-04 , 4.044907391E-01 
 1.983208380E-04 , 4.116727710E-01 
 1.983255496E-04 , 4.158104062E-01 
 1.983293188E-04 , 4.198418260E-01 
 1.983310622E-04 , 4.218723774E-01 
 1.983366409E-04 , 4.270287156E-01 
 1.983401566E-04 , 3.920926452E-01 
 1.983429057E-04 , 3.460203707E-01 
 1.983475923E-04 , 2.759312987E-01 
 1.983506889E-04 , 2.294548750E-01 
 1.983555032E-04 , 1.639183462E-01 
 1.983615279E-04 , 9.000686556E-02 
 1.983690835E-04 , 5.003308505E-02 
 1.983786258E-04 , 5.020645633E-02 
 1.983914182E-04 , 5.013933778E-02 
 1.984034963E-04 , 5.012088642E-02 
 1.984095354E-04 , 5.011980236E-02 
 1.984152757E-04 , 5.011282116E-02 
 1.984336449E-04 , 5.009748787E-02 
 1.984475711E-04 , 4.523173720E-02 
 1.984563531E-04 , 4.479513317E-02 
 1.984634999E-04 , 4.528194666E-02 
 1.984662919E-04 , 4.529716820E-02 
 1.984689228E-04 , 4.539217427E-02 
 1.984704305E-04 , 4.545684904E-02 
 1.984752554E-04 , 4.564966261E-02 
 1.984847945E-04 , 4.602251202E-02 
 1.985049123E-04 , 4.678984731E-02 
 1.985423942E-04 , 4.815791547E-02 
 1.985899142E-04 , 4.981664196E-02 
 1.986652822E-04 , 5.232824013E-02 
 1.988236877E-04 , 5.735325441E-02 
 1.990463197E-04 , 6.412380189E-02 
 1.993592622E-04 , 7.342468202E-02 
 1.994579185E-04 , 7.633735240E-02 
 1.997681725E-04 , 8.550632000E-02 
 2.000000000E-04 , 9.238311648E-02 
