#format table ## [Custom WaveView] saved 04:36:04 Wed Sep 24 2025
TIME ,v_u 
 1.839314650E-04 , 2.205830216E-01 
 1.839348759E-04 , 2.214013487E-01 
 1.839398765E-04 , 2.225766927E-01 
 1.839458523E-04 , 2.240049690E-01 
 1.839529970E-04 , 2.257246375E-01 
 1.839629538E-04 , 2.281581908E-01 
 1.839738915E-04 , 2.308169007E-01 
 1.839868088E-04 , 2.339254469E-01 
 1.839925826E-04 , 2.352470011E-01 
 1.839982221E-04 , 2.364899516E-01 
 1.840162686E-04 , 2.389303297E-01 
 1.840301158E-04 , 2.394484729E-01 
 1.840387952E-04 , 2.395708859E-01 
 1.840458379E-04 , 2.396368980E-01 
 1.840485216E-04 , 2.396550179E-01 
 1.840510577E-04 , 2.396712303E-01 
 1.840525064E-04 , 2.396793365E-01 
 1.840571423E-04 , 2.397030741E-01 
 1.840661592E-04 , 2.397380024E-01 
 1.840851273E-04 , 2.397773266E-01 
 1.841220944E-04 , 2.397804409E-01 
 1.841678743E-04 , 2.397157103E-01 
 1.842408796E-04 , 2.395437658E-01 
 1.843862926E-04 , 2.390976697E-01 
 1.846073182E-04 , 2.383157015E-01 
 1.849099021E-04 , 2.371820211E-01 
 1.850072518E-04 , 2.368119657E-01 
 1.853096188E-04 , 2.356654853E-01 
 1.858671743E-04 , 2.335869521E-01 
 1.867998220E-04 , 2.302663028E-01 
 1.878745688E-04 , 2.267020047E-01 
 1.891791797E-04 , 2.227223366E-01 
 1.901284236E-04 , 2.200462967E-01 
 1.903643854E-04 , 2.194159627E-01 
 1.906187095E-04 , 2.187441587E-01 
 1.907458716E-04 , 2.184168994E-01 
 1.908808443E-04 , 2.180731297E-01 
 1.909483307E-04 , 2.179060876E-01 
 1.910029727E-04 , 2.177722454E-01 
 1.910387155E-04 , 2.176873833E-01 
 1.910549017E-04 , 2.176491618E-01 
 1.911066974E-04 , 2.175320536E-01 
 1.911150323E-04 , 2.175142914E-01 
 1.911197423E-04 , 2.175044566E-01 
 1.911235103E-04 , 2.175252289E-01 
 1.911246234E-04 , 2.175430208E-01 
 1.911281855E-04 , 2.180048376E-01 
 1.911311696E-04 , 2.186969817E-01 
 1.911334135E-04 , 2.192153931E-01 
 1.911372441E-04 , 2.201181799E-01 
 1.911399262E-04 , 2.207481563E-01 
 1.911451428E-04 , 2.219738662E-01 
 1.911524724E-04 , 2.236983478E-01 
 1.911632922E-04 , 2.263010293E-01 
 1.911744186E-04 , 2.289995253E-01 
 1.911886117E-04 , 2.324325144E-01 
 1.912021051E-04 , 2.356145531E-01 
 1.912273340E-04 , 2.392293066E-01 
 1.912450646E-04 , 2.398346066E-01 
 1.912563941E-04 , 2.399378121E-01 
 1.912649331E-04 , 2.399853915E-01 
 1.912748989E-04 , 2.400224507E-01 
 1.912857307E-04 , 2.400470078E-01 
 1.912970040E-04 , 2.400598824E-01 
 1.913097211E-04 , 2.400641143E-01 
 1.913237517E-04 , 2.400593013E-01 
 1.913276752E-04 , 2.400563061E-01 
 1.913329745E-04 , 2.400517315E-01 
 1.913443877E-04 , 2.400387228E-01 
 1.913582622E-04 , 2.400184721E-01 
 1.913860112E-04 , 2.399673760E-01 
 1.914318835E-04 , 2.398591340E-01 
 1.915473744E-04 , 2.395193726E-01 
 1.917804579E-04 , 2.387093306E-01 
 1.920646532E-04 , 2.376429141E-01 
 1.924433252E-04 , 2.361987084E-01 
 1.929308236E-04 , 2.343619615E-01 
 1.936279286E-04 , 2.318293750E-01 
 1.938534462E-04 , 2.310380936E-01 
 1.942636315E-04 , 2.296203226E-01 
 1.954574506E-04 , 2.257221490E-01 
 1.962331133E-04 , 2.233625948E-01 
 1.972220042E-04 , 2.205355018E-01 
 1.974409103E-04 , 2.199407518E-01 
 1.977539264E-04 , 2.191007882E-01 
 1.979418089E-04 , 2.186125070E-01 
 1.980659260E-04 , 2.182926387E-01 
 1.981652197E-04 , 2.180454880E-01 
 1.982116435E-04 , 2.179310024E-01 
 1.982487825E-04 , 2.178425938E-01 
 1.982639248E-04 , 2.178067863E-01 
 1.983123799E-04 , 2.176968306E-01 
 1.983208380E-04 , 2.176786214E-01 
 1.983255496E-04 , 2.176685631E-01 
 1.983293188E-04 , 2.176621109E-01 
 1.983310622E-04 , 2.176602036E-01 
 1.983366409E-04 , 2.181646079E-01 
 1.983401566E-04 , 2.189335227E-01 
 1.983429057E-04 , 2.195929438E-01 
 1.983475923E-04 , 2.206870019E-01 
 1.983506889E-04 , 2.214199156E-01 
 1.983555032E-04 , 2.225496024E-01 
 1.983615279E-04 , 2.239795029E-01 
 1.983690835E-04 , 2.257920206E-01 
 1.983786258E-04 , 2.281150520E-01 
 1.983914182E-04 , 2.312248647E-01 
 1.984034963E-04 , 2.341402322E-01 
 1.984095354E-04 , 2.355287820E-01 
 1.984152757E-04 , 2.368021160E-01 
 1.984336449E-04 , 2.393130660E-01 
 1.984475711E-04 , 2.398416996E-01 
 1.984563531E-04 , 2.399647832E-01 
 1.984634999E-04 , 2.400310189E-01 
 1.984662919E-04 , 2.400494665E-01 
 1.984689228E-04 , 2.400658280E-01 
 1.984704305E-04 , 2.400739491E-01 
 1.984752554E-04 , 2.400977165E-01 
 1.984847945E-04 , 2.401328832E-01 
 1.985049123E-04 , 2.401702702E-01 
 1.985423942E-04 , 2.401667684E-01 
 1.985899142E-04 , 2.400936484E-01 
 1.986652822E-04 , 2.399082482E-01 
 1.988236877E-04 , 2.394078076E-01 
 1.990463197E-04 , 2.386044562E-01 
 1.993592622E-04 , 2.374183238E-01 
 1.994579185E-04 , 2.370401770E-01 
 1.997681725E-04 , 2.358555794E-01 
 2.000000000E-04 , 2.349788249E-01 
